term,docket,case_fetched,n_audio_sessions,transcripts_fetched,elapsed_sec,error
2023,22-976,True,1,1,3.25,
2023,22-982,True,1,1,2.41,
2023,22O141,True,1,1,2.44,
2023,23-108,True,1,1,3.49,
2023,23-124,True,1,1,3.17,
2023,23-14,True,1,1,3.07,
2023,23-146,True,1,1,1.91,
2023,23-175,True,1,1,4.35,
2023,23-21,True,1,1,2.02,
2023,23-235,True,1,1,2.76,
2023,23-250,True,1,1,2.93,
2023,23-3,True,1,1,2.22,
2023,23-334,True,1,1,2.83,
2023,23-367,True,1,1,2.36,
2023,23-370,True,1,1,2.78,
2023,23-411,True,1,1,1.50,
2023,23-50,True,1,1,2.68,
2023,23-51,True,1,1,2.40,
2023,23-5572,True,1,1,4.51,
2023,23-719,True,1,1,3.89,
2023,23-726,True,1,1,3.36,
2023,23-939,True,1,1,3.98,
2023,23A349,True,1,1,2.69,
2024,22-7466,True,1,1,3.24,
2024,23-1002,True,1,1,2.67,
2024,23-1007,True,1,1,2.67,
2024,23-1038,True,1,1,2.65,
2024,23-1039,True,1,1,2.33,
2024,23-1067,True,1,1,2.22,
2024,23-1095,True,1,1,2.73,
2024,23-1122,True,1,1,3.71,
2024,23-1127,True,1,1,2.76,
2024,23-1141,True,1,1,2.75,
2024,23-1187,True,1,1,2.62,
2024,23-1201,True,1,1,2.09,
2024,23-1226,True,1,1,2.46,
2024,23-1229,True,1,1,2.98,
2024,23-1239,True,1,1,2.50,
2024,23-1259,True,1,1,2.62,
2024,23-1270,True,1,1,2.23,
2024,23-1275,True,1,1,2.67,
2024,23-1300,True,1,1,2.90,
2024,23-1324,True,1,1,2.69,
2024,23-1345,True,1,1,1.91,
2024,23-167,False,0,0,0.51,CaseNotFound: Oyez returned a 30-entry search list for 2024/23-167 — no exact case match (likely non-standard docket format)
2024,23-191,True,1,1,3.41,
2024,23-217,True,1,1,1.95,
2024,23-365,True,1,1,2.81,
2024,23-477,True,1,1,3.12,
2024,23-583,True,1,1,2.23,
2024,23-621,True,1,1,2.84,
2024,23-6573,False,0,0,0.41,CaseNotFound: Oyez returned a 30-entry search list for 2024/23-6573 — no exact case match (likely non-standard docket format)
2024,23-677,True,1,1,2.96,
2024,23-713,True,1,1,2.55,
2024,23-715,True,1,1,2.35,
2024,23-7483,True,1,1,2.42,
2024,23-753,True,1,1,1.44,
2024,23-7809,True,1,1,3.60,
2024,23-824,True,1,1,2.21,
2024,23-825,True,1,1,2.50,
2024,23-852,True,1,1,2.48,
2024,23-861,True,1,1,3.68,
2024,23-867,True,1,1,3.28,
2024,23-900,True,1,1,2.87,
2024,23-909,True,1,1,2.89,
2024,23-929,True,1,1,2.85,
2024,23-970,True,1,1,3.32,
2024,23-971,True,1,1,2.07,
2024,23-975,True,1,1,2.55,
2024,23-980,True,1,1,2.84,
2024,23-997,True,1,1,2.69,
2024,24-154,True,1,1,3.08,
2024,24-20,True,1,1,3.15,
2024,24-249,True,1,1,2.69,
2024,24-275,True,1,1,2.30,
2024,24-297,True,1,1,3.92,
2024,24-304,True,1,1,3.44,
2024,24-316,True,1,1,3.37,
2024,24-320,True,1,1,2.38,
2024,24-354,True,1,1,3.75,
2024,24-362,True,1,1,2.04,
2024,24-394,True,1,1,3.36,
2024,24-416,True,1,1,2.21,
2024,24-656,True,1,1,4.24,
2024,24-7,True,1,1,2.18,
2024,24-809,False,0,0,0.27,CaseNotFound: Oyez returned a 30-entry search list for 2024/24-809 — no exact case match (likely non-standard docket format)
2024,24A884,True,1,1,3.98,
