term,docket,case_fetched,n_audio_sessions,transcripts_fetched,elapsed_sec,error
2012,11-9953,True,1,1,2.49,
2012,12-10,True,1,1,2.19,
2012,12-1084,True,0,0,0.29,
2012,12-123,True,1,1,3.16,
2012,12-126,True,1,1,2.62,
2012,12-133,True,1,1,2.44,
2012,12-135,True,1,1,2.38,
2012,12-142,True,1,1,2.19,
2012,12-144,True,1,1,2.62,
2012,12-167,True,1,1,2.43,
2012,12-168,True,0,0,0.25,
2012,12-17,True,1,1,3.13,
2012,12-207,True,1,1,1.42,
2012,12-236,True,1,1,2.60,
2012,12-246,True,1,1,2.33,
2012,12-25,True,1,1,2.57,
2012,12-307,True,1,1,3.06,
2012,12-357,True,1,1,2.38,
2012,12-382,True,0,0,0.56,
2012,12-398,True,1,1,3.19,
2012,12-399,True,1,1,2.62,
2012,12-416,True,1,1,2.17,
2012,12-418,True,1,1,2.23,
2012,12-43,True,1,1,2.72,
2012,12-484,True,1,1,3.06,
2012,12-52,True,1,1,2.41,
2012,12-547,True,1,1,2.62,
2012,12-62,True,1,1,2.78,
2012,12-694,True,0,0,0.28,
2012,12-71,True,1,1,3.30,
2012,12-96,True,1,1,2.47,
2012,12-98,True,1,1,2.44,
2013,11-681,True,1,1,2.55,
2013,11-965,True,1,1,2.50,
2013,12-1036,True,1,1,2.35,
2013,12-1038,True,1,1,2.42,
2013,12-10882,True,1,1,2.49,
2013,12-1117,True,1,1,2.63,
2013,12-1128,True,1,1,2.28,
2013,12-1146,True,1,1,2.73,
2013,12-1163,True,1,1,1.90,
2013,12-1168,True,1,1,2.62,
2013,12-1173,True,1,1,2.62,
2013,12-1182,True,1,1,2.32,
2013,12-1184,True,1,1,2.44,
2013,12-1200,True,1,1,2.42,
2013,12-1217,True,0,0,0.25,
2013,12-1281,True,1,1,3.58,
2013,12-1315,True,1,1,2.64,
2013,12-1371,True,1,1,3.19,
2013,12-138,True,1,1,2.26,
2013,12-1408,True,1,1,1.96,
2013,12-1493,True,1,1,2.54,
2013,12-158,True,1,1,2.15,
2013,12-3,True,1,1,2.40,
2013,12-315,True,1,1,2.42,
2013,12-414,True,1,1,2.29,
2013,12-417,True,1,1,2.27,
2013,12-462,True,1,1,2.59,
2013,12-464,True,1,1,2.29,
2013,12-515,True,1,1,2.59,
2013,12-5196,True,1,1,2.20,
2013,12-536,True,1,1,2.44,
2013,12-562,True,1,1,2.15,
2013,12-574,True,1,1,2.57,
2013,12-609,True,1,1,2.55,
2013,12-682,True,1,1,2.31,
2013,12-696,True,1,1,3.02,
2013,12-729,True,1,1,2.56,
2013,12-751,True,1,1,2.44,
2013,12-7515,True,1,1,2.51,
2013,12-761,True,1,1,2.28,
